InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,spent_total
581433,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,12/8/2011 15:54,1.65,14911.0,EIRE,9.899999999999999
581433,22767,TRIPLE PHOTO FRAME CORNICE ,2,12/8/2011 15:54,9.95,14911.0,EIRE,19.9
581433,22768,FAMILY PHOTO FRAME CORNICE,2,12/8/2011 15:54,9.95,14911.0,EIRE,19.9
581433,22766,PHOTO FRAME CORNICE,8,12/8/2011 15:54,2.95,14911.0,EIRE,23.6
581433,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,12/8/2011 15:54,8.5,14911.0,EIRE,17.0
581433,22796,PHOTO FRAME 3 CLASSIC HANGING,2,12/8/2011 15:54,9.95,14911.0,EIRE,19.9
581433,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,12/8/2011 15:54,1.45,14911.0,EIRE,17.4
581433,22699,ROSES REGENCY TEACUP AND SAUCER ,6,12/8/2011 15:54,2.95,14911.0,EIRE,17.700000000000003
581433,22697,GREEN REGENCY TEACUP AND SAUCER,6,12/8/2011 15:54,2.95,14911.0,EIRE,17.700000000000003
581433,22698,PINK REGENCY TEACUP AND SAUCER,6,12/8/2011 15:54,2.95,14911.0,EIRE,17.700000000000003
581433,23341,PINK DINER WALL CLOCK,2,12/8/2011 15:54,8.5,14911.0,EIRE,17.0
581433,22192,BLUE DINER WALL CLOCK,2,12/8/2011 15:54,8.5,14911.0,EIRE,17.0
581433,48187,DOORMAT NEW ENGLAND,2,12/8/2011 15:54,8.25,14911.0,EIRE,16.5
581433,48184,DOORMAT ENGLISH ROSE ,2,12/8/2011 15:54,8.25,14911.0,EIRE,16.5
581433,20685,DOORMAT RED RETROSPOT,2,12/8/2011 15:54,8.25,14911.0,EIRE,16.5
581433,79302M,"ART LIGHTS,FUNK MONKEY",6,12/8/2011 15:54,2.95,14911.0,EIRE,17.700000000000003
581434,23084,RABBIT NIGHT LIGHT,12,12/8/2011 16:10,2.08,13599.0,United Kingdom,24.96
581434,23524,WALL ART HORSE & PONY ,6,12/8/2011 16:10,3.75,13599.0,United Kingdom,22.5
581434,23194,GYMKHANA TREASURE BOOK BOX,8,12/8/2011 16:10,2.25,13599.0,United Kingdom,18.0
581434,90210B,CLEAR ACRYLIC FACETED BANGLE,10,12/8/2011 16:10,1.0,13599.0,United Kingdom,10.0
581434,90210C,RED   ACRYLIC FACETED BANGLE,10,12/8/2011 16:10,1.0,13599.0,United Kingdom,10.0
581434,90057,DIAMANTE RING ASSORTED IN BOX.,24,12/8/2011 16:10,1.25,13599.0,United Kingdom,30.0
581435,72801D,4 SKY BLUE DINNER CANDLES,1,12/8/2011 16:14,1.25,,United Kingdom,1.25
581435,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,12/8/2011 16:14,2.1,,United Kingdom,2.1
581436,21742,LARGE ROUND WICKER PLATTER ,2,12/8/2011 16:18,5.95,17491.0,United Kingdom,11.9
581436,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,60,12/8/2011 16:18,0.85,17491.0,United Kingdom,51.0
581436,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,12/8/2011 16:18,2.95,17491.0,United Kingdom,35.400000000000006
581436,21314,SMALL GLASS HEART TRINKET POT,32,12/8/2011 16:18,2.1,17491.0,United Kingdom,67.2
581436,22675,FRENCH KITCHEN SIGN BLUE METAL,24,12/8/2011 16:18,1.25,17491.0,United Kingdom,30.0
581436,22672,FRENCH BATHROOM SIGN BLUE METAL,12,12/8/2011 16:18,1.65,17491.0,United Kingdom,19.799999999999997
581436,21899,GARAGE KEY FOB,24,12/8/2011 16:18,0.65,17491.0,United Kingdom,15.600000000000001
581436,21901,"KEY FOB , BACK DOOR ",24,12/8/2011 16:18,0.65,17491.0,United Kingdom,15.600000000000001
581436,21902,"KEY FOB , FRONT  DOOR ",24,12/8/2011 16:18,0.65,17491.0,United Kingdom,15.600000000000001
581436,21900,"KEY FOB , SHED",24,12/8/2011 16:18,0.65,17491.0,United Kingdom,15.600000000000001
581436,22840,ROUND CAKE TIN VINTAGE RED,4,12/8/2011 16:18,7.95,17491.0,United Kingdom,31.8
581436,22727,ALARM CLOCK BAKELIKE RED ,4,12/8/2011 16:18,3.75,17491.0,United Kingdom,15.0
581436,22726,ALARM CLOCK BAKELIKE GREEN,4,12/8/2011 16:18,3.75,17491.0,United Kingdom,15.0
581436,23428,IVORY RETRO KITCHEN WALL CLOCK,4,12/8/2011 16:18,8.15,17491.0,United Kingdom,32.6
581436,22087,PAPER BUNTING WHITE LACE,24,12/8/2011 16:18,2.95,17491.0,United Kingdom,70.80000000000001
581437,23344,JUMBO BAG 50'S CHRISTMAS ,10,12/8/2011 16:22,2.08,14621.0,United Kingdom,20.8
581437,21481,FAWN BLUE HOT WATER BOTTLE,4,12/8/2011 16:22,3.75,14621.0,United Kingdom,15.0
581437,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,12/8/2011 16:22,4.25,14621.0,United Kingdom,17.0
581437,22741,FUNKY DIVA PEN,48,12/8/2011 16:22,0.85,14621.0,United Kingdom,40.8
581437,22865,HAND WARMER OWL DESIGN,12,12/8/2011 16:22,2.1,14621.0,United Kingdom,25.200000000000003
581437,22867,HAND WARMER BIRD DESIGN,12,12/8/2011 16:22,2.1,14621.0,United Kingdom,25.200000000000003
581437,22632,HAND WARMER RED RETROSPOT,12,12/8/2011 16:22,2.1,14621.0,United Kingdom,25.200000000000003
581437,22398,MAGNETS PACK OF 4 SWALLOWS,36,12/8/2011 16:22,0.39,14621.0,United Kingdom,14.040000000000001
581437,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,12/8/2011 16:22,0.39,14621.0,United Kingdom,9.36
581437,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,12/8/2011 16:22,1.95,14621.0,United Kingdom,19.5
581437,23351,ROLL WRAP 50'S CHRISTMAS,12,12/8/2011 16:22,1.25,14621.0,United Kingdom,15.0
581437,22584,PACK OF 6 PANETTONE GIFT BOXES,12,12/8/2011 16:22,2.55,14621.0,United Kingdom,30.599999999999998
581437,16168M,FUNKY MONKEY GIFT BAG MEDIUM,24,12/8/2011 16:22,0.42,14621.0,United Kingdom,10.08
581437,23375,50'S CHRISTMAS PAPER GIFT BAG,10,12/8/2011 16:22,0.82,14621.0,United Kingdom,8.2
581437,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,12,12/8/2011 16:22,0.79,14621.0,United Kingdom,9.48
581437,22961,JAM MAKING SET PRINTED,12,12/8/2011 16:22,1.45,14621.0,United Kingdom,17.4
581438,71477,COLOURED GLASS STAR T-LIGHT HOLDER,12,12/8/2011 16:29,3.95,12955.0,United Kingdom,47.400000000000006
581438,23083,SET 6 PAPER TABLE LANTERN STARS ,12,12/8/2011 16:29,3.75,12955.0,United Kingdom,45.0
581438,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,12/8/2011 16:29,0.55,12955.0,United Kingdom,13.200000000000001
581438,20668,DISCO BALL CHRISTMAS DECORATION,48,12/8/2011 16:29,0.12,12955.0,United Kingdom,5.76
581438,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,48,12/8/2011 16:29,2.55,12955.0,United Kingdom,122.39999999999999
581438,22492,MINI PAINT SET VINTAGE ,36,12/8/2011 16:29,0.65,12955.0,United Kingdom,23.400000000000002
581438,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,12/8/2011 16:29,0.42,12955.0,United Kingdom,10.08
581438,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,12/8/2011 16:29,1.25,12955.0,United Kingdom,15.0
581438,22536,MAGIC DRAWING SLATE PURDEY,24,12/8/2011 16:29,0.42,12955.0,United Kingdom,10.08
581438,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,12/8/2011 16:29,3.75,12955.0,United Kingdom,15.0
581438,22493,PAINT YOUR OWN CANVAS SET,12,12/8/2011 16:29,1.65,12955.0,United Kingdom,19.799999999999997
581438,22621,TRADITIONAL KNITTING NANCY,12,12/8/2011 16:29,1.65,12955.0,United Kingdom,19.799999999999997
581439,23334,IVORY WICKER HEART SMALL,4,12/8/2011 16:30,1.25,,United Kingdom,5.0
581439,23336,EGG FRYING PAN PINK ,2,12/8/2011 16:30,4.13,,United Kingdom,8.26
581439,23337,EGG FRYING PAN MINT ,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,23338,EGG FRYING PAN RED ,2,12/8/2011 16:30,4.13,,United Kingdom,8.26
581439,23339,EGG FRYING PAN BLUE ,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,23340,VINTAGE CHRISTMAS CAKE FRILL,1,12/8/2011 16:30,3.29,,United Kingdom,3.29
581439,23343,JUMBO BAG VINTAGE CHRISTMAS ,9,12/8/2011 16:30,4.13,,United Kingdom,37.17
581439,23344,JUMBO BAG 50'S CHRISTMAS ,17,12/8/2011 16:30,4.13,,United Kingdom,70.21
581439,23346,SPACEBOY BEAKER,1,12/8/2011 16:30,2.46,,United Kingdom,2.46
581439,23349,ROLL WRAP VINTAGE CHRISTMAS,7,12/8/2011 16:30,2.46,,United Kingdom,17.22
581439,23351,ROLL WRAP 50'S CHRISTMAS,6,12/8/2011 16:30,2.46,,United Kingdom,14.76
581439,23352,ROLL WRAP 50'S RED CHRISTMAS ,1,12/8/2011 16:30,2.46,,United Kingdom,2.46
581439,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,2,12/8/2011 16:30,1.63,,United Kingdom,3.26
581439,23356,LOVE HOT WATER BOTTLE,1,12/8/2011 16:30,12.46,,United Kingdom,12.46
581439,23366,SET 12 COLOURING PENCILS DOILY,4,12/8/2011 16:30,1.25,,United Kingdom,5.0
581439,23367,SET 12 COLOUR PENCILS SPACEBOY ,6,12/8/2011 16:30,1.25,,United Kingdom,7.5
581439,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,2,12/8/2011 16:30,1.25,,United Kingdom,2.5
581439,23370,SET 36 COLOURING PENCILS DOILY,1,12/8/2011 16:30,2.46,,United Kingdom,2.46
581439,23371,SET 36 COLOUR PENCILS SPACEBOY ,1,12/8/2011 16:30,2.46,,United Kingdom,2.46
581439,23372,SET 36 COLOUR PENCILS DOLLY GIRL,1,12/8/2011 16:30,2.46,,United Kingdom,2.46
581439,23377,PACK OF 12 DOLLY GIRL TISSUES,1,12/8/2011 16:30,0.83,,United Kingdom,0.83
581439,23378,PACK OF 12 50'S CHRISTMAS TISSUES,2,12/8/2011 16:30,0.83,,United Kingdom,1.66
581439,23380,PACK OF 12 VINTAGE DOILY TISSUES,2,12/8/2011 16:30,0.83,,United Kingdom,1.66
581439,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,12/8/2011 16:30,7.46,,United Kingdom,7.46
581439,23391, I LOVE LONDON MINI BACKPACK,1,12/8/2011 16:30,8.29,,United Kingdom,8.29
581439,23393,HOME SWEET HOME CUSHION COVER ,1,12/8/2011 16:30,10.79,,United Kingdom,10.79
581439,23394,POSTE FRANCE CUSHION COVER,2,12/8/2011 16:30,10.79,,United Kingdom,21.58
581439,23395,BELLE JARDINIERE CUSHION COVER,1,12/8/2011 16:30,10.79,,United Kingdom,10.79
581439,23396,LE JARDIN BOTANIQUE CUSHION COVER,2,12/8/2011 16:30,10.79,,United Kingdom,21.58
581439,23397,FOOT STOOL HOME SWEET HOME ,1,12/8/2011 16:30,19.96,,United Kingdom,19.96
581439,23399,HOME SWEET HOME HANGING HEART,8,12/8/2011 16:30,2.08,,United Kingdom,16.64
581439,23401,RUSTIC MIRROR WITH LACE HEART,1,12/8/2011 16:30,12.46,,United Kingdom,12.46
581439,23403,LETTER HOLDER HOME SWEET HOME,2,12/8/2011 16:30,7.46,,United Kingdom,14.92
581439,23404,HOME SWEET HOME BLACKBOARD,1,12/8/2011 16:30,10.79,,United Kingdom,10.79
581439,23413,DECORATIVE VINTAGE COFFEE  BOX,1,12/8/2011 16:30,10.79,,United Kingdom,10.79
581439,23424,GINGHAM RECIPE BOOK BOX,1,12/8/2011 16:30,10.79,,United Kingdom,10.79
581439,23428,IVORY RETRO KITCHEN WALL CLOCK,1,12/8/2011 16:30,16.63,,United Kingdom,16.63
581439,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,12/8/2011 16:30,0.83,,United Kingdom,8.299999999999999
581439,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,4,12/8/2011 16:30,0.83,,United Kingdom,3.32
581439,23439,HAND WARMER RED LOVE HEART,2,12/8/2011 16:30,4.13,,United Kingdom,8.26
581439,23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,1,12/8/2011 16:30,16.63,,United Kingdom,16.63
581439,23480,MINI LIGHTS WOODLAND MUSHROOMS,3,12/8/2011 16:30,7.46,,United Kingdom,22.38
581439,23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,1,12/8/2011 16:30,5.79,,United Kingdom,5.79
581439,23489,VINTAGE BELLS GARLAND,1,12/8/2011 16:30,5.79,,United Kingdom,5.79
581439,23493,VINTAGE DOILY TRAVEL SEWING KIT,3,12/8/2011 16:30,3.29,,United Kingdom,9.870000000000001
581439,23494,VINTAGE DOILY DELUXE SEWING KIT ,6,12/8/2011 16:30,12.46,,United Kingdom,74.76
581439,23495,SET OF 3 PANTRY WOODEN SPOONS,2,12/8/2011 16:30,2.46,,United Kingdom,4.92
581439,23497,CLASSIC CHROME BICYCLE BELL ,1,12/8/2011 16:30,3.29,,United Kingdom,3.29
581439,23498,CLASSIC BICYCLE CLIPS ,1,12/8/2011 16:30,3.29,,United Kingdom,3.29
581439,23499,SET 12 VINTAGE DOILY CHALK ,1,12/8/2011 16:30,0.83,,United Kingdom,0.83
581439,23500,KEY RING BASEBALL BOOT ASSORTED ,1,12/8/2011 16:30,2.46,,United Kingdom,2.46
581439,23506,MINI PLAYING CARDS SPACEBOY ,1,12/8/2011 16:30,0.83,,United Kingdom,0.83
581439,23507,MINI PLAYING CARDS BUFFALO BILL ,1,12/8/2011 16:30,0.83,,United Kingdom,0.83
581439,23524,WALL ART HORSE & PONY ,1,12/8/2011 16:30,7.46,,United Kingdom,7.46
581439,23526,WALL ART DOG LICENCE ,3,12/8/2011 16:30,12.46,,United Kingdom,37.38
581439,23528,WALL ART SPACEBOY,2,12/8/2011 16:30,7.46,,United Kingdom,14.92
581439,23534,WALL ART STOP FOR TEA ,3,12/8/2011 16:30,12.46,,United Kingdom,37.38
581439,23535,WALL ART BICYCLE SAFETY,4,12/8/2011 16:30,12.46,,United Kingdom,49.84
581439,23551,PACK OF 12 PAISLEY PARK TISSUES ,5,12/8/2011 16:30,0.83,,United Kingdom,4.1499999999999995
581439,23552,BICYCLE PUNCTURE REPAIR KIT ,7,12/8/2011 16:30,4.13,,United Kingdom,28.91
581439,23559,WOODLAND BUNNIES LOLLY MAKERS,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,23566,EGG CUP MILKMAID HEIDI,2,12/8/2011 16:30,2.46,,United Kingdom,4.92
581439,23568,EGG CUP HENRIETTA HEN CREAM ,3,12/8/2011 16:30,2.46,,United Kingdom,7.38
581439,23570,TRADITIONAL PICK UP STICKS GAME ,6,12/8/2011 16:30,2.46,,United Kingdom,14.76
581439,23571,TRADITIONAL NAUGHTS & CROSSES,1,12/8/2011 16:30,3.29,,United Kingdom,3.29
581439,23575,SNACK TRAY PAISLEY PARK,2,12/8/2011 16:30,4.13,,United Kingdom,8.26
581439,23576,SNACK TRAY RED VINTAGE DOILY,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,23579,SNACK TRAY I LOVE LONDON,2,12/8/2011 16:30,4.13,,United Kingdom,8.26
581439,23581,JUMBO BAG PAISLEY PARK,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,23583,LUNCH BAG PAISLEY PARK  ,6,12/8/2011 16:30,4.13,,United Kingdom,24.78
581439,23608,SET 10 CARDS RUDOLPHS NOSE 17097,1,12/8/2011 16:30,2.91,,United Kingdom,2.91
581439,23636,SET 10 CARDS WISHING TREE 17116,1,12/8/2011 16:30,2.91,,United Kingdom,2.91
581439,23654,SET 10 CARD SNOWMAN 16965,1,12/8/2011 16:30,2.49,,United Kingdom,2.49
581439,35095A,BLUE VICTORIAN FABRIC OVAL BOX,6,12/8/2011 16:30,0.83,,United Kingdom,4.9799999999999995
581439,35095B,RED VICTORIAN FABRIC OVAL BOX,2,12/8/2011 16:30,0.83,,United Kingdom,1.66
581439,35646,VINTAGE BEAD PINK EVENING BAG,1,12/8/2011 16:30,2.46,,United Kingdom,2.46
581439,35953,FOLKART STAR CHRISTMAS DECORATIONS,24,12/8/2011 16:30,0.61,,United Kingdom,14.64
581439,35964,FOLKART CLIP ON STARS,1,12/8/2011 16:30,0.83,,United Kingdom,0.83
581439,35970,ZINC FOLKART SLEIGH BELLS,3,12/8/2011 16:30,4.13,,United Kingdom,12.39
581439,37500,TEA TIME TEAPOT IN GIFT BOX,1,12/8/2011 16:30,8.29,,United Kingdom,8.29
581439,46118,FUNKY MONKEY CUSHION COVER,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,46776D,WOVEN SUNSET CUSHION COVER ,2,12/8/2011 16:30,4.13,,United Kingdom,8.26
581439,46776F,WOVEN ROSE GARDEN CUSHION COVER ,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,47310M,SMALL POP BOX FUNKY MONKEY,1,12/8/2011 16:30,1.63,,United Kingdom,1.63
581439,47559B,TEA TIME OVEN GLOVE,3,12/8/2011 16:30,2.46,,United Kingdom,7.38
581439,47563A,RETRO LONGBOARD IRONING BOARD COVER,3,12/8/2011 16:30,3.29,,United Kingdom,9.870000000000001
581439,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,51014A,"FEATHER PEN,HOT PINK",1,12/8/2011 16:30,0.83,,United Kingdom,0.83
581439,51014C,"FEATHER PEN,COAL BLACK",4,12/8/2011 16:30,0.83,,United Kingdom,3.32
581439,51014L,"FEATHER PEN,LIGHT PINK",2,12/8/2011 16:30,0.83,,United Kingdom,1.66
581439,70007,HI TEC ALPINE HAND WARMER,1,12/8/2011 16:30,3.29,,United Kingdom,3.29
581439,71053,WHITE MOROCCAN METAL LANTERN,1,12/8/2011 16:30,8.29,,United Kingdom,8.29
581439,71459,HANGING JAM JAR T-LIGHT HOLDERS,8,12/8/2011 16:30,1.66,,United Kingdom,13.28
581439,71477,COLOURED GLASS STAR T-LIGHT HOLDER,2,12/8/2011 16:30,6.63,,United Kingdom,13.26
581439,72122,COFFEE SCENT PILLAR CANDLE,4,12/8/2011 16:30,1.88,,United Kingdom,7.52
581439,72128,COLUMBIAN CANDLE ROUND,2,12/8/2011 16:30,1.63,,United Kingdom,3.26
581439,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,72812,LARGE ZINC GLASS CANDLEHOLDER,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,79190A,RETRO PLASTIC 70'S TRAY,1,12/8/2011 16:30,0.83,,United Kingdom,0.83
581439,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,12/8/2011 16:30,16.63,,United Kingdom,16.63
581439,82494L,WOODEN FRAME ANTIQUE WHITE ,1,12/8/2011 16:30,7.46,,United Kingdom,7.46
581439,82551,LAUNDRY 15C METAL SIGN,1,12/8/2011 16:30,2.46,,United Kingdom,2.46
581439,82567,"AIRLINE LOUNGE,METAL SIGN",3,12/8/2011 16:30,1.63,,United Kingdom,4.89
581439,82580,BATHROOM METAL SIGN,1,12/8/2011 16:30,1.25,,United Kingdom,1.25
581439,82582,AREA PATROLLED METAL SIGN,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,82600,N0 SINGING METAL SIGN,3,12/8/2011 16:30,4.13,,United Kingdom,12.39
581439,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,12/8/2011 16:30,4.13,,United Kingdom,4.13
581439,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2,12/8/2011 16:30,3.29,,United Kingdom,6.58
581439,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2,12/8/2011 16:30,3.29,,United Kingdom,6.58
581439,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,12/8/2011 16:30,4.96,,United Kingdom,4.96
581439,84375,SET OF 20 KIDS COOKIE CUTTERS,2,12/8/2011 16:30,4.13,,United Kingdom,8.26
581439,84378,SET OF 3 HEART COOKIE CUTTERS,7,12/8/2011 16:30,2.46,,United Kingdom,17.22
581439,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,4,12/8/2011 16:30,2.46,,United Kingdom,9.84
581439,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1,12/8/2011 16:30,7.46,,United Kingdom,7.46
581439,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,12/8/2011 16:30,2.46,,United Kingdom,2.46
581439,84692,BOX OF 24 COCKTAIL PARASOLS,1,12/8/2011 16:30,0.83,,United Kingdom,0.83
581439,84859A,SILVER DISCO HANDBAG,2,12/8/2011 16:30,4.13,,United Kingdom,8.26
